word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
ב|זהירות	בִּ|זְהִירוּת	זְהִירוּת	זהירות	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בִּזְהִירוּת	זְהִירוּת
בלי	בְּלִי	בְּלִי	בלי	PREPOSITION												False	בְּלִי	בְּלִי
סבלנות	סַבְלָנוּת	סַבְלָנוּת	סבלנות	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	סַבְלָנוּת	סַבְלָנוּת

הוא	הוּא	הוּא	הוא	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	הוּא	הוּא
אומר	אוֹמֵר	אמר	אמר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמֵר	אוֹמֵר
כי	כִּי	כִּי	כי	CONJUNCTION												False	כִּי	כִּי

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
רחוקה	רְחוֹקָה	רָחוֹק	רחוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רְחוֹקָה	רְחוֹקָה
מאוד	מְאוֹד	מְאוֹד	מאוד	ADVERB												False	מְאוֹד	מְאוֹד
ממך	מִמְּךָ	מִן	מין	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	מִמְּךָ	מִמְּךָ

שוכחת	שׁוֹכַחַת	שׁכח	שׁכח	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹכַחַת	שׁוֹכַחַת
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|שעות	הַ|שָּׁעוֹת	שָׁעָה	שעה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַשָּׁעוֹת	שָׁעוֹת
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ

ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
רואה	רוֹאֶה	ראי	ראי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹאֶה	רוֹאֶה
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|דמעות	הַ|דְּמָעוֹת	דִּמְעָה	דמעה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַדְּמָעוֹת	דְּמָעוֹת
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ

שלום	שָׁלוֹם	שָׁלוֹם	שלום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שָׁלוֹם	שָׁלוֹם
ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
להתראות	לְהִתְרָאוֹת	ראי	ראי	VERB						TOINFINITIVE	BINYAN_HITPAEL					False	לְהִתְרָאוֹת	לְהִתְרָאוֹת
לך	לְךָ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְךָ	לְךָ

שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
עצמי	עַצְמִי	עֶצֶם	עצם	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	עַצְמִי	עַצְמִי
ה|אחרת	הָ|אַחֶרֶת	אַחֵר	אחר	ADJECTIVE	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאַחֶרֶת	אַחֶרֶת
...	...			PUNCTUATION												False	...	...

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
רחוקה	רְחוֹקָה	רָחוֹק	רחוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רְחוֹקָה	רְחוֹקָה
מאוד	מְאוֹד	מְאוֹד	מאוד	ADVERB												False	מְאוֹד	מְאוֹד
ממך	מִמְּךָ	מִן	מין	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	מִמְּךָ	מִמְּךָ

שוכחת	שׁוֹכַחַת	שׁכח	שׁכח	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹכַחַת	שׁוֹכַחַת
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|שעות	הַ|שָּׁעוֹת	שָׁעָה	שעה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַשָּׁעוֹת	שָׁעוֹת
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ

ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
רואה	רוֹאֶה	ראי	ראי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹאֶה	רוֹאֶה
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|דמעות	הַ|דְּמָעוֹת	דִּמְעָה	דמעה	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַדְּמָעוֹת	דְּמָעוֹת
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ

שלום	שָׁלוֹם	שָׁלוֹם	שלום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שָׁלוֹם	שָׁלוֹם
ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
להתראות	לְהִתְרָאוֹת	ראי	ראי	VERB						TOINFINITIVE	BINYAN_HITPAEL					False	לְהִתְרָאוֹת	לְהִתְרָאוֹת
לך	לְךָ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	לְךָ	לְךָ

שלום	שָׁלוֹם	שָׁלוֹם	שלום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שָׁלוֹם	שָׁלוֹם

שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
עצמי	עַצְמִי	עֶצֶם	עצם	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	עַצְמִי	עַצְמִי
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
עודני	עוֹדֶנִּי	עוֹד	עוד	ADVERB								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	עוֹדֶנִּי	עוֹדֶנִּי
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
/	/			PUNCTUATION												False	/	/
ה|כל	הַ|כֹּל	כֹּל	כול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֹּל	כֹּל
עובר	עוֹבֵר	עבר	עבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹבֵר	עוֹבֵר
חביבי	חַבִּיבִּי	חַבִּיבִּי	חביבי	PROPERNAME		MASCULINE	SINGULAR									False	חַבִּיבִּי	חַבִּיבִּי

ב|שמיים	בַּ|שָּׁמַיִם	שָׁמַיִם	שמיים	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	DUAL		ABSOLUTE							False	בַּשָּׁמַיִם	שָׁמַיִם
יפה	יָפָה	יָפֶה	יפה	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	יָפָה	יָפָה
ה|תכלת	הַ|תְּכֵלֶת	תְּכֵלֶת	תכלת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַתְּכֵלֶת	תְּכֵלֶת
,	,			PUNCTUATION												False	,	,

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
מצייר	מְצַיֵּר	ציר	ציר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְצַיֵּר	מְצַיֵּר
עננים	עֲנָנִים	עֲנָנִי	ענני	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	עֲנָנִים	עֲנָנִים

אז	אָז	אָז	אז	ADVERB												False	אָז	אָז
אומרים	אוֹמְרִים	אמר	אמר	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמְרִים	אוֹמְרִים
ה|הורים	הַ|הוֹרִים	הוֹרֶה	הורה	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַהוֹרִים	הוֹרִים
:	:			PUNCTUATION												False	:	:
""""	""""			PUNCTUATION												False	""""	""""
נו	נוּ	נוּ	נו	INTERJECTION												False	נוּ	נוּ
,	,			PUNCTUATION												False	,	,
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
,	,			PUNCTUATION												False	,	,

גם	גַּם	גַּם	גם	CONJUNCTION												False	גַּם	גַּם
אנחנו	אֲנַחְנוּ	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	PLURAL	PERSON_1								False	אֲנַחְנוּ	אֲנַחְנוּ
היינו	הָיִינוּ	היי	היי	COPULA		MASCULINEFEMININE	PLURAL	PERSON_1		PAST						False	הָיִינוּ	הָיִינוּ
קטנים	קְטַנִּים	קְטַן	קטן	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	קְטַנִּים	קְטַנִּים
""""	""""			PUNCTUATION												False	""""	""""
.	.			PUNCTUATION												False	.	.

ה|גדולים	הַ|גְּדוֹלִים	גָּדוֹל	גדול	ADJECTIVE	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַגְּדוֹלִים	גְּדוֹלִים
שואלים	שׁוֹאֲלִים	שׁאל	שׁאל	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹאֲלִים	שׁוֹאֲלִים
:	:			PUNCTUATION												False	:	:
""""	""""			PUNCTUATION												False	""""	""""
נו	נוּ	נוּ	נו	INTERJECTION												False	נוּ	נוּ
,	,			PUNCTUATION												False	,	,
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
,	,			PUNCTUATION												False	,	,

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
תרצה	תִּרְצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_2		FUTURE	BINYAN_PAAL					False	תִּרְצֶה	תִּרְצֶה
לעשות	לַעֲשׂוֹת	עשׂי	עשׂי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לַעֲשׂוֹת	לַעֲשׂוֹת
כש|תגדל	כְּשֶׁ|תִּגְדַּל	גדל	גדל	VERB		FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	כְּשֶׁתִּגְדַּל	תִּגְדַּל
?	?			PUNCTUATION												False	?	?
""""	""""			PUNCTUATION												False	""""	""""

שאלה	שְׁאֵלָה	שְׁאֵלָה	שאלה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	שְׁאֵלָה	שְׁאֵלָה
ש|כזאת	שֶׁ|כָּזֹאת	זֶה	זה	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	FEMININE	SINGULAR	PERSON_3								False	שֶׁכָּזֹאת	כָּזֹאת
מבלבלת	מְבַלְבֶּלֶת	מְבַלְבֵּל	מבלבל	PARTICIPLE		FEMININE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PIEL					False	מְבַלְבֶּלֶת	מְבַלְבֶּלֶת

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
יודע	יוֹדֵעַ	ידע	ידע	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹדֵעַ	יוֹדֵעַ
בכלל	בִּכְלָל	כְּלָל	כלל	ADVERB												False	בִּכְלָל	בִּכְלָל
.	.			PUNCTUATION												False	.	.

פזמון	פִּזְמוֹן	פִּזְמוֹן	פזמון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פִּזְמוֹן	פִּזְמוֹן
X	X			FOREIGN												False	X	X
2	2			NUMERAL												False	2	2

איך	אֵיךְ	אֵיךְ	איך	INTERROGATIVE												False	אֵיךְ	אֵיךְ
אדע	אֵדַע	ידע	ידע	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL					False	אֵדַע	אֵדַע
?	?			PUNCTUATION												False	?	?

ו|עודני	וְ|עוֹדֵנִי	עוֹדֶה	עודה	PARTICIPLE	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL	ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	וְעוֹדֵנִי	עוֹדֵנִי
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד

זו	זוֹ	זֶה	זה	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	זוֹ	זוֹ
חידה	חִידָה	חִידָה	חידה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	חִידָה	חִידָה

ו|תשובה	וּ|תְשׁוּבָה	תְּשׁוּבָה	תשובה	NOUN	CONJUNCTION	FEMININE	SINGULAR		ABSOLUTE							False	וּתְשׁוּבָה	תְּשׁוּבָה
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין

כש|אדע	כְּשֶׁ|אֵדַע	ידע	ידע	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL					False	כְּשֶׁאֵדַע	אֵדַע
,	,			PUNCTUATION												False	,	,

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
אהיה	אֶהְיֶה	היי	היי	COPULA		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE						False	אֶהְיֶה	אֶהְיֶה
כבר	כְּבָר	כְּבָר	כבר	ADVERB												False	כְּבָר	כְּבָר
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד

בינתיים	בֵּינְתַיִם	בֵּינָתַיִם	בינתיים	ADVERB												False	בֵּינְתַיִם	בֵּינְתַיִם
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
שיר	שִׁיר	שִׁיר	שיר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שִׁיר	שִׁיר
מתנגן	מִתְנַגֵּן	נגן	נגן	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְנַגֵּן	מִתְנַגֵּן
,	,			PUNCTUATION												False	,	,

כן	כֵּן	כֵּן	כן	INTERJECTION												False	כֵּן	כֵּן
כן	כֵּן	כֵּן	כן	INTERJECTION												False	כֵּן	כֵּן
.	.			PUNCTUATION												False	.	.

ב|מילים	בַּ|מִּלִּים	מִלָּה	מילה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בַּמִּלִּים	מִלִּים
,	,			PUNCTUATION												False	,	,
ב|צלילים	בַּ|צְּלִילִים	צְלִיל	צליל	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	בַּצְּלִילִים	צְלִילִים
ה|אלה	הָ|אֵלֶּה	אֵלֶּה	אלה	PRONOUN	DEFINITEARTICLE	MASCULINEFEMININE	PLURAL	PERSON_3								False	הָאֵלֶּה	אֵלֶּה
,	,			PUNCTUATION												False	,	,

אשחק	אֲשַׁחֵק	שׁחק	שׁחק	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PIEL					False	אֲשַׁחֵק	אֲשַׁחֵק
מאושר	מְאֻשָּׁר	מְאֻשָּׁר	מאושר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְאֻשָּׁר	מְאֻשָּׁר
ב|שירים	בַּ|שִּׁירִים	שִׁיר	שיר	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	PLURAL		ABSOLUTE							False	בַּשִּׁירִים	שִׁירִים
.	.			PUNCTUATION												False	.	.

ו|אומרים	וְ|אוֹמְרִים	אמר	אמר	VERB	CONJUNCTION	MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְאוֹמְרִים	אוֹמְרִים
ה|הורים	הַ|הוֹרִים	הוֹרֶה	הורה	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַהוֹרִים	הוֹרִים
:	:			PUNCTUATION												False	:	:
""""	""""			PUNCTUATION												False	""""	""""
נו	נוּ	נוּ	נו	INTERJECTION												False	נוּ	נוּ
,	,			PUNCTUATION												False	,	,
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
""""	""""			PUNCTUATION												False	""""	""""

ו|אומרים	וְ|אוֹמְרִים	אמר	אמר	VERB	CONJUNCTION	MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְאוֹמְרִים	אוֹמְרִים
ו|חוזרים	וְ|חוֹזְרִים	חזר	חזר	VERB	CONJUNCTION	MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְחוֹזְרִים	חוֹזְרִים
ו|אומרים	וְ|אוֹמְרִים	אמר	אמר	VERB	CONJUNCTION	MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְאוֹמְרִים	אוֹמְרִים

אז	אָז	אָז	אז	CONJUNCTION												False	אָז	אָז
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
מתבייש	מִתְבַּיֵּשׁ	בישׁ	בישׁ	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְבַּיֵּשׁ	מִתְבַּיֵּשׁ
כאילו	כְּאִלּוּ	כְּאִלּוּ	כאילו	CONJUNCTION												False	כְּאִלּוּ	כְּאִלּוּ
,	,			PUNCTUATION												False	,	,

ו|חושב	וְ|חוֹשֵׁב	חשׁב	חשׁב	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְחוֹשֵׁב	חוֹשֵׁב
ל|עצמי	לְ|עַצְמִי	עֶצֶם	עצם	PRONOUN	PREPOSITION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	לְעַצְמִי	עַצְמִי
מחשבות	מַחֲשָׁבוֹת	מַחֲשֶׁבֶת	מחשבת	NOUN		FEMININE	PLURAL		ABSOLUTE							False	מַחֲשָׁבוֹת	מַחֲשָׁבוֹת

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
עונה	עוֹנָה	עוֹנָה	עונה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	עוֹנָה	עוֹנָה
אפילו	אֲפִלּוּ	אֲפִלּוּ	אפילו	CONJUNCTION												False	אֲפִלּוּ	אֲפִלּוּ
,	,			PUNCTUATION												False	,	,

כש|אגדל	כְּשֶׁ|אֶגְדַּל	גדל	גדל	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL					False	כְּשֶׁאֶגְדַּל	אֶגְדַּל
אז	אָז	אָז	אז	ADVERB												False	אָז	אָז
יהיו	יִהְיוּ	היי	היי	EXISTENTIAL		MASCULINE	PLURAL	PERSON_3		FUTURE						False	יִהְיוּ	יִהְיוּ
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
תשובות	תְּשׁוּבוֹת	תְּשׁוּבָה	תשובה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	תְּשׁוּבוֹת	תְּשׁוּבוֹת
.	.			PUNCTUATION												False	.	.

פזמון	פִּזְמוֹן	פִּזְמוֹן	פזמון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פִּזְמוֹן	פִּזְמוֹן
X	X			FOREIGN												False	X	X
2	2			NUMERAL												False	2	2

ב|שמיים	בַּ|שָּׁמַיִם	שָׁמַיִם	שמיים	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	DUAL		ABSOLUTE							False	בַּשָּׁמַיִם	שָׁמַיִם
יפה	יָפָה	יָפֶה	יפה	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	יָפָה	יָפָה
ה|תכלת	הַ|תְּכֵלֶת	תְּכֵלֶת	תכלת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַתְּכֵלֶת	תְּכֵלֶת
,	,			PUNCTUATION												False	,	,

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
מצייר	מְצַיֵּר	ציר	ציר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְצַיֵּר	מְצַיֵּר
עננים	עֲנָנִים	עֲנָנִי	ענני	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	עֲנָנִים	עֲנָנִים

אז	אָז	אָז	אז	ADVERB												False	אָז	אָז
אומרים	אוֹמְרִים	אמר	אמר	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹמְרִים	אוֹמְרִים
ה|הורים	הַ|הוֹרִים	הוֹרֶה	הורה	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַהוֹרִים	הוֹרִים
:	:			PUNCTUATION												False	:	:
""""	""""			PUNCTUATION												False	""""	""""
נו	נוּ	נוּ	נו	INTERJECTION												False	נוּ	נוּ
,	,			PUNCTUATION												False	,	,
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
,	,			PUNCTUATION												False	,	,

גם	גַּם	גַּם	גם	CONJUNCTION												False	גַּם	גַּם
אנחנו	אֲנַחְנוּ	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	PLURAL	PERSON_1								False	אֲנַחְנוּ	אֲנַחְנוּ
היינו	הָיִינוּ	היי	היי	COPULA		MASCULINEFEMININE	PLURAL	PERSON_1		PAST						False	הָיִינוּ	הָיִינוּ
קטנים	קְטַנִּים	קְטַן	קטן	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	קְטַנִּים	קְטַנִּים
""""	""""			PUNCTUATION												False	""""	""""
.	.			PUNCTUATION												False	.	.

ה|גדולים	הַ|גְּדוֹלִים	גָּדוֹל	גדול	ADJECTIVE	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַגְּדוֹלִים	גְּדוֹלִים
שואלים	שׁוֹאֲלִים	שׁאל	שׁאל	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹאֲלִים	שׁוֹאֲלִים
:	:			PUNCTUATION												False	:	:
""""	""""			PUNCTUATION												False	""""	""""
נו	נוּ	נוּ	נו	INTERJECTION												False	נוּ	נוּ
,	,			PUNCTUATION												False	,	,
ילד	יֶלֶד	יֶלֶד	ילד	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יֶלֶד	יֶלֶד
,	,			PUNCTUATION												False	,	,
